#           k/h    P           
    0.14813E+03    0.10442E-06
    0.15112E+03    0.98733E-07
    0.15417E+03    0.93348E-07
    0.15729E+03    0.88253E-07
    0.16047E+03    0.83432E-07
    0.16371E+03    0.78871E-07
    0.16701E+03    0.74556E-07
    0.17039E+03    0.70474E-07
    0.17383E+03    0.66612E-07
    0.17734E+03    0.62958E-07
    0.18092E+03    0.59502E-07
    0.18458E+03    0.56233E-07
    0.18831E+03    0.53140E-07
    0.19211E+03    0.50215E-07
    0.19599E+03    0.47448E-07
    0.19995E+03    0.44831E-07
    0.20399E+03    0.42356E-07
    0.20811E+03    0.40015E-07
    0.21232E+03    0.37801E-07
    0.21661E+03    0.35708E-07
    0.22098E+03    0.33728E-07
    0.22545E+03    0.31856E-07
    0.23000E+03    0.30085E-07
    0.23465E+03    0.28411E-07
    0.23939E+03    0.26829E-07
    0.24422E+03    0.25332E-07
    0.24916E+03    0.23918E-07
    0.25419E+03    0.22580E-07
    0.25932E+03    0.21316E-07
    0.26456E+03    0.20121E-07
    0.26991E+03    0.18991E-07
    0.27536E+03    0.17923E-07
    0.28092E+03    0.16914E-07
    0.28660E+03    0.15961E-07
    0.29239E+03    0.15059E-07
    0.29829E+03    0.14208E-07
    0.30432E+03    0.13403E-07
    0.31047E+03    0.12643E-07
    0.31674E+03    0.11924E-07
    0.32314E+03    0.11246E-07
    0.32967E+03    0.10605E-07
    0.33632E+03    0.99993E-08
    0.34312E+03    0.94274E-08
    0.35005E+03    0.88873E-08
    0.35712E+03    0.83772E-08
    0.36434E+03    0.78957E-08
    0.37170E+03    0.74410E-08
    0.37921E+03    0.70117E-08
    0.38687E+03    0.66065E-08
    0.39468E+03    0.62240E-08
    0.40265E+03    0.58631E-08
    0.41079E+03    0.55224E-08
    0.41909E+03    0.52010E-08
    0.42755E+03    0.48978E-08
    0.43619E+03    0.46117E-08
    0.44500E+03    0.43419E-08
    0.45399E+03    0.40874E-08
    0.46316E+03    0.38475E-08
    0.47252E+03    0.36212E-08
    0.48206E+03    0.34079E-08
    0.49180E+03    0.32069E-08
    0.50174E+03    0.30174E-08
