#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.894418E-04   0.152283E+08   0.152283E+08   0.197423E+08   0.197412E+08   0.000000E+00   0.152283E+08   0.152283E+08   0.152369E+08  -0.545795E+00   0.116177E+08   0.116177E+08   0.738330E-01
   0.912487E-04   0.152282E+08   0.152282E+08   0.197196E+08   0.197184E+08   0.000000E+00   0.152282E+08   0.152282E+08   0.152368E+08  -0.545792E+00   0.116176E+08   0.116176E+08   0.753200E-01
   0.930921E-04   0.152281E+08   0.152281E+08   0.196960E+08   0.196948E+08   0.000000E+00   0.152281E+08   0.152281E+08   0.152368E+08  -0.545789E+00   0.116176E+08   0.116176E+08   0.768368E-01
   0.949726E-04   0.152281E+08   0.152281E+08   0.196714E+08   0.196702E+08   0.000000E+00   0.152281E+08   0.152281E+08   0.152367E+08  -0.545787E+00   0.116175E+08   0.116175E+08   0.783839E-01
   0.968912E-04   0.152280E+08   0.152280E+08   0.196459E+08   0.196446E+08   0.000000E+00   0.152280E+08   0.152280E+08   0.152366E+08  -0.545784E+00   0.116175E+08   0.116175E+08   0.799619E-01
   0.988485E-04   0.152279E+08   0.152279E+08   0.196194E+08   0.196181E+08   0.000000E+00   0.152279E+08   0.152279E+08   0.152366E+08  -0.545781E+00   0.116174E+08   0.116174E+08   0.815715E-01
   0.100845E-03   0.152279E+08   0.152279E+08   0.195918E+08   0.195904E+08   0.000000E+00   0.152279E+08   0.152279E+08   0.152365E+08  -0.545777E+00   0.116174E+08   0.116174E+08   0.832132E-01
   0.102883E-03   0.152278E+08   0.152278E+08   0.195632E+08   0.195617E+08   0.000000E+00   0.152278E+08   0.152278E+08   0.152364E+08  -0.545774E+00   0.116173E+08   0.116173E+08   0.848877E-01
   0.104961E-03   0.152277E+08   0.152277E+08   0.195334E+08   0.195319E+08   0.000000E+00   0.152277E+08   0.152277E+08   0.152363E+08  -0.545771E+00   0.116173E+08   0.116173E+08   0.865956E-01
   0.107081E-03   0.152276E+08   0.152276E+08   0.195024E+08   0.195009E+08   0.000000E+00   0.152276E+08   0.152276E+08   0.152362E+08  -0.545767E+00   0.116172E+08   0.116172E+08   0.883377E-01
   0.109245E-03   0.152276E+08   0.152276E+08   0.194703E+08   0.194687E+08   0.000000E+00   0.152276E+08   0.152276E+08   0.152361E+08  -0.545763E+00   0.116171E+08   0.116171E+08   0.901145E-01
   0.111451E-03   0.152275E+08   0.152275E+08   0.194369E+08   0.194352E+08   0.000000E+00   0.152275E+08   0.152275E+08   0.152360E+08  -0.545760E+00   0.116171E+08   0.116171E+08   0.919266E-01
   0.113703E-03   0.152274E+08   0.152274E+08   0.194021E+08   0.194004E+08   0.000000E+00   0.152274E+08   0.152274E+08   0.152359E+08  -0.545756E+00   0.116170E+08   0.116170E+08   0.937749E-01
   0.116000E-03   0.152273E+08   0.152273E+08   0.193660E+08   0.193642E+08   0.000000E+00   0.152273E+08   0.152273E+08   0.152358E+08  -0.545752E+00   0.116169E+08   0.116169E+08   0.956600E-01
   0.118343E-03   0.152272E+08   0.152272E+08   0.193285E+08   0.193267E+08   0.000000E+00   0.152272E+08   0.152272E+08   0.152357E+08  -0.545747E+00   0.116169E+08   0.116169E+08   0.975826E-01
