#           k/h    P           
    0.14813E+03    0.16583E-07
    0.15112E+03    0.15685E-07
    0.15417E+03    0.14835E-07
    0.15729E+03    0.14031E-07
    0.16047E+03    0.13270E-07
    0.16371E+03    0.12550E-07
    0.16701E+03    0.11869E-07
    0.17039E+03    0.11224E-07
    0.17383E+03    0.10614E-07
    0.17734E+03    0.10037E-07
    0.18092E+03    0.94907E-08
    0.18458E+03    0.89741E-08
    0.18831E+03    0.84853E-08
    0.19211E+03    0.80228E-08
    0.19599E+03    0.75853E-08
    0.19995E+03    0.71713E-08
    0.20399E+03    0.67798E-08
    0.20811E+03    0.64093E-08
    0.21232E+03    0.60589E-08
    0.21661E+03    0.57274E-08
    0.22098E+03    0.54138E-08
    0.22545E+03    0.51172E-08
    0.23000E+03    0.48367E-08
    0.23465E+03    0.45713E-08
    0.23939E+03    0.43203E-08
    0.24422E+03    0.40829E-08
    0.24916E+03    0.38584E-08
    0.25419E+03    0.36460E-08
    0.25932E+03    0.34452E-08
    0.26456E+03    0.32553E-08
    0.26991E+03    0.30757E-08
    0.27536E+03    0.29058E-08
    0.28092E+03    0.27452E-08
    0.28660E+03    0.25934E-08
    0.29239E+03    0.24498E-08
    0.29829E+03    0.23140E-08
    0.30432E+03    0.21856E-08
    0.31047E+03    0.20643E-08
    0.31674E+03    0.19495E-08
    0.32314E+03    0.18411E-08
    0.32967E+03    0.17385E-08
    0.33632E+03    0.16416E-08
    0.34312E+03    0.15500E-08
    0.35005E+03    0.14633E-08
    0.35712E+03    0.13815E-08
    0.36434E+03    0.13041E-08
    0.37170E+03    0.12310E-08
    0.37921E+03    0.11619E-08
    0.38687E+03    0.10966E-08
    0.39468E+03    0.10349E-08
    0.40265E+03    0.97656E-09
    0.41079E+03    0.92146E-09
    0.41909E+03    0.86941E-09
    0.42755E+03    0.82024E-09
    0.43619E+03    0.77379E-09
    0.44500E+03    0.72991E-09
    0.45399E+03    0.68846E-09
    0.46316E+03    0.64932E-09
    0.47252E+03    0.61235E-09
    0.48206E+03    0.57744E-09
    0.49180E+03    0.54448E-09
    0.50174E+03    0.51335E-09
