#           k/h    P           
    0.14813E+03    0.57919E-04
    0.15112E+03    0.54737E-04
    0.15417E+03    0.51727E-04
    0.15729E+03    0.48879E-04
    0.16047E+03    0.46185E-04
    0.16371E+03    0.43637E-04
    0.16701E+03    0.41226E-04
    0.17039E+03    0.38946E-04
    0.17383E+03    0.36790E-04
    0.17734E+03    0.34750E-04
    0.18092E+03    0.32821E-04
    0.18458E+03    0.30997E-04
    0.18831E+03    0.29272E-04
    0.19211E+03    0.27641E-04
    0.19599E+03    0.26099E-04
    0.19995E+03    0.24640E-04
    0.20399E+03    0.23261E-04
    0.20811E+03    0.21957E-04
    0.21232E+03    0.20725E-04
    0.21661E+03    0.19560E-04
    0.22098E+03    0.18458E-04
    0.22545E+03    0.17417E-04
    0.23000E+03    0.16433E-04
    0.23465E+03    0.15503E-04
    0.23939E+03    0.14624E-04
    0.24422E+03    0.13794E-04
    0.24916E+03    0.13009E-04
    0.25419E+03    0.12267E-04
    0.25932E+03    0.11567E-04
    0.26456E+03    0.10905E-04
    0.26991E+03    0.10280E-04
    0.27536E+03    0.96889E-05
    0.28092E+03    0.91311E-05
    0.28660E+03    0.86044E-05
    0.29239E+03    0.81069E-05
    0.29829E+03    0.76372E-05
    0.30432E+03    0.71938E-05
    0.31047E+03    0.67752E-05
    0.31674E+03    0.63800E-05
    0.32314E+03    0.60071E-05
    0.32967E+03    0.56551E-05
    0.33632E+03    0.53230E-05
    0.34312E+03    0.50097E-05
    0.35005E+03    0.47141E-05
    0.35712E+03    0.44353E-05
    0.36434E+03    0.41724E-05
    0.37170E+03    0.39244E-05
    0.37921E+03    0.36906E-05
    0.38687E+03    0.34703E-05
    0.39468E+03    0.32626E-05
    0.40265E+03    0.30668E-05
    0.41079E+03    0.28824E-05
    0.41909E+03    0.27086E-05
    0.42755E+03    0.25450E-05
    0.43619E+03    0.23909E-05
    0.44500E+03    0.22457E-05
    0.45399E+03    0.21091E-05
    0.46316E+03    0.19805E-05
    0.47252E+03    0.18595E-05
    0.48206E+03    0.17457E-05
    0.49180E+03    0.16386E-05
    0.50174E+03    0.15379E-05
