#           k/h    P           
    0.14813E+03    0.26805E-07
    0.15112E+03    0.25351E-07
    0.15417E+03    0.23975E-07
    0.15729E+03    0.22673E-07
    0.16047E+03    0.21441E-07
    0.16371E+03    0.20275E-07
    0.16701E+03    0.19172E-07
    0.17039E+03    0.18129E-07
    0.17383E+03    0.17141E-07
    0.17734E+03    0.16207E-07
    0.18092E+03    0.15323E-07
    0.18458E+03    0.14487E-07
    0.18831E+03    0.13696E-07
    0.19211E+03    0.12947E-07
    0.19599E+03    0.12239E-07
    0.19995E+03    0.11569E-07
    0.20399E+03    0.10936E-07
    0.20811E+03    0.10336E-07
    0.21232E+03    0.97693E-08
    0.21661E+03    0.92330E-08
    0.22098E+03    0.87258E-08
    0.22545E+03    0.82460E-08
    0.23000E+03    0.77923E-08
    0.23465E+03    0.73631E-08
    0.23939E+03    0.69572E-08
    0.24422E+03    0.65734E-08
    0.24916E+03    0.62103E-08
    0.25419E+03    0.58671E-08
    0.25932E+03    0.55424E-08
    0.26456E+03    0.52355E-08
    0.26991E+03    0.49452E-08
    0.27536E+03    0.46708E-08
    0.28092E+03    0.44113E-08
    0.28660E+03    0.41660E-08
    0.29239E+03    0.39341E-08
    0.29829E+03    0.37148E-08
    0.30432E+03    0.35075E-08
    0.31047E+03    0.33116E-08
    0.31674E+03    0.31264E-08
    0.32314E+03    0.29513E-08
    0.32967E+03    0.27859E-08
    0.33632E+03    0.26295E-08
    0.34312E+03    0.24817E-08
    0.35005E+03    0.23421E-08
    0.35712E+03    0.22101E-08
    0.36434E+03    0.20854E-08
    0.37170E+03    0.19676E-08
    0.37921E+03    0.18562E-08
    0.38687E+03    0.17511E-08
    0.39468E+03    0.16517E-08
    0.40265E+03    0.15579E-08
    0.41079E+03    0.14692E-08
    0.41909E+03    0.13855E-08
    0.42755E+03    0.13065E-08
    0.43619E+03    0.12318E-08
    0.44500E+03    0.11613E-08
    0.45399E+03    0.10948E-08
    0.46316E+03    0.10319E-08
    0.47252E+03    0.97260E-09
    0.48206E+03    0.91661E-09
    0.49180E+03    0.86376E-09
    0.50174E+03    0.81389E-09
