#           k/h    P           
    0.14813E+03    0.15659E-04
    0.15112E+03    0.14799E-04
    0.15417E+03    0.13985E-04
    0.15729E+03    0.13216E-04
    0.16047E+03    0.12488E-04
    0.16371E+03    0.11799E-04
    0.16701E+03    0.11148E-04
    0.17039E+03    0.10531E-04
    0.17383E+03    0.99487E-05
    0.17734E+03    0.93975E-05
    0.18092E+03    0.88762E-05
    0.18458E+03    0.83831E-05
    0.18831E+03    0.79169E-05
    0.19211E+03    0.74760E-05
    0.19599E+03    0.70591E-05
    0.19995E+03    0.66649E-05
    0.20399E+03    0.62922E-05
    0.20811E+03    0.59398E-05
    0.21232E+03    0.56067E-05
    0.21661E+03    0.52917E-05
    0.22098E+03    0.49940E-05
    0.22545E+03    0.47126E-05
    0.23000E+03    0.44466E-05
    0.23465E+03    0.41952E-05
    0.23939E+03    0.39575E-05
    0.24422E+03    0.37330E-05
    0.24916E+03    0.35208E-05
    0.25419E+03    0.33204E-05
    0.25932E+03    0.31309E-05
    0.26456E+03    0.29520E-05
    0.26991E+03    0.27829E-05
    0.27536E+03    0.26232E-05
    0.28092E+03    0.24724E-05
    0.28660E+03    0.23300E-05
    0.29239E+03    0.21955E-05
    0.29829E+03    0.20684E-05
    0.30432E+03    0.19485E-05
    0.31047E+03    0.18353E-05
    0.31674E+03    0.17284E-05
    0.32314E+03    0.16276E-05
    0.32967E+03    0.15324E-05
    0.33632E+03    0.14425E-05
    0.34312E+03    0.13578E-05
    0.35005E+03    0.12778E-05
    0.35712E+03    0.12024E-05
    0.36434E+03    0.11312E-05
    0.37170E+03    0.10641E-05
    0.37921E+03    0.10009E-05
    0.38687E+03    0.94124E-06
    0.39468E+03    0.88502E-06
    0.40265E+03    0.83205E-06
    0.41079E+03    0.78212E-06
    0.41909E+03    0.73508E-06
    0.42755E+03    0.69078E-06
    0.43619E+03    0.64905E-06
    0.44500E+03    0.60976E-06
    0.45399E+03    0.57276E-06
    0.46316E+03    0.53793E-06
    0.47252E+03    0.50516E-06
    0.48206E+03    0.47432E-06
    0.49180E+03    0.44531E-06
    0.50174E+03    0.41802E-06
