#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.521221E-04   0.183212E+06   0.183211E+06   0.244264E+06   0.244261E+06   0.000000E+00   0.183212E+06   0.183212E+06   0.192352E+06  -0.605289E+00   0.182382E+06   0.182382E+06   0.231872E+01
   0.531750E-04   0.183212E+06   0.183211E+06   0.244263E+06   0.244260E+06   0.000000E+00   0.183212E+06   0.183212E+06   0.192352E+06  -0.605289E+00   0.182382E+06   0.182382E+06   0.236556E+01
   0.542492E-04   0.183212E+06   0.183211E+06   0.244262E+06   0.244259E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192352E+06  -0.605289E+00   0.182382E+06   0.182381E+06   0.241335E+01
   0.553451E-04   0.183211E+06   0.183211E+06   0.244261E+06   0.244258E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192352E+06  -0.605289E+00   0.182382E+06   0.182381E+06   0.246210E+01
   0.564632E-04   0.183211E+06   0.183211E+06   0.244261E+06   0.244257E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192352E+06  -0.605289E+00   0.182381E+06   0.182381E+06   0.251183E+01
   0.576038E-04   0.183211E+06   0.183211E+06   0.244260E+06   0.244256E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605288E+00   0.182381E+06   0.182381E+06   0.256258E+01
   0.587675E-04   0.183211E+06   0.183211E+06   0.244259E+06   0.244255E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605288E+00   0.182381E+06   0.182381E+06   0.261434E+01
   0.599547E-04   0.183211E+06   0.183211E+06   0.244258E+06   0.244254E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605288E+00   0.182381E+06   0.182381E+06   0.266715E+01
   0.611658E-04   0.183211E+06   0.183211E+06   0.244257E+06   0.244253E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605287E+00   0.182381E+06   0.182381E+06   0.272103E+01
   0.624015E-04   0.183211E+06   0.183211E+06   0.244256E+06   0.244252E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605287E+00   0.182381E+06   0.182381E+06   0.277600E+01
   0.636621E-04   0.183211E+06   0.183211E+06   0.244254E+06   0.244250E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605287E+00   0.182381E+06   0.182381E+06   0.283208E+01
   0.649481E-04   0.183211E+06   0.183211E+06   0.244253E+06   0.244249E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605286E+00   0.182381E+06   0.182381E+06   0.288929E+01
   0.662602E-04   0.183211E+06   0.183211E+06   0.244252E+06   0.244247E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605286E+00   0.182381E+06   0.182381E+06   0.294766E+01
   0.675987E-04   0.183211E+06   0.183211E+06   0.244251E+06   0.244246E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605286E+00   0.182381E+06   0.182381E+06   0.300720E+01
   0.689643E-04   0.183211E+06   0.183211E+06   0.244249E+06   0.244244E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192351E+06  -0.605285E+00   0.182381E+06   0.182381E+06   0.306795E+01
   0.703575E-04   0.183211E+06   0.183210E+06   0.244248E+06   0.244243E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192350E+06  -0.605285E+00   0.182381E+06   0.182381E+06   0.312992E+01
   0.717788E-04   0.183211E+06   0.183210E+06   0.244246E+06   0.244241E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192350E+06  -0.605284E+00   0.182381E+06   0.182381E+06   0.319315E+01
   0.732288E-04   0.183211E+06   0.183210E+06   0.244245E+06   0.244239E+06   0.000000E+00   0.183211E+06   0.183211E+06   0.192350E+06  -0.605284E+00   0.182381E+06   0.182381E+06   0.325766E+01
   0.747081E-04   0.183211E+06   0.183210E+06   0.244243E+06   0.244238E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192350E+06  -0.605283E+00   0.182381E+06   0.182380E+06   0.332346E+01
   0.762173E-04   0.183210E+06   0.183210E+06   0.244242E+06   0.244236E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192350E+06  -0.605283E+00   0.182380E+06   0.182380E+06   0.339060E+01
   0.777570E-04   0.183210E+06   0.183210E+06   0.244240E+06   0.244234E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192350E+06  -0.605282E+00   0.182380E+06   0.182380E+06   0.345909E+01
   0.793278E-04   0.183210E+06   0.183210E+06   0.244238E+06   0.244232E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192350E+06  -0.605282E+00   0.182380E+06   0.182380E+06   0.352897E+01
   0.809303E-04   0.183210E+06   0.183210E+06   0.244236E+06   0.244230E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192349E+06  -0.605281E+00   0.182380E+06   0.182380E+06   0.360026E+01
   0.825652E-04   0.183210E+06   0.183210E+06   0.244235E+06   0.244228E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192349E+06  -0.605281E+00   0.182380E+06   0.182380E+06   0.367298E+01
   0.842332E-04   0.183210E+06   0.183210E+06   0.244233E+06   0.244225E+06   0.000000E+00   0.183210E+06   0.183210E+06   0.192349E+06  -0.605280E+00   0.182380E+06   0.182380E+06   0.374718E+01
